id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
4151,LFMD,medium_airport,"Cannes-Mandelieu Airport",43.542,6.95348,13,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Cannes,1,LFMD,CEQ,,https://www.cannes.aeroport.fr/,https://en.wikipedia.org/wiki/Cannes_%E2%80%93_Mandelieu_Airport,,750,2021-04-27T15:15:43+00:00
4148,LFLY,medium_airport,"Lyon-Bron Airport",45.72719955444336,4.944270133972168,659,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Lyon/Bron,0,LFLY,LYN,,,,,475,2008-06-13T14:30:04+00:00
4123,LFKB,medium_airport,"Bastia-Poretta Airport",42.55270004272461,9.48373031616211,26,EU,France,FR,Corsica,FR-COR,COR,Bastia/Poretta,1,LFKB,BIA,,,https://en.wikipedia.org/wiki/Bastia_-_Poretta_Airport,,750,2008-09-11T04:28:46+00:00
4131,LFLB,medium_airport,"Chambéry-Savoie Airport",45.638099670410156,5.880229949951172,779,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Chambéry/Aix-les-Bains,1,LFLB,CMF,,,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport,,750,2008-06-13T14:30:04+00:00
4158,LFMP,medium_airport,"Perpignan-Rivesaltes (Llabanère) Airport",42.74039840698242,2.8706700801849365,144,EU,France,FR,Occitanie,FR-OCC,OCC,Perpignan/Rivesaltes,1,LFMP,PGF,,,https://en.wikipedia.org/wiki/Perpignan_-_Rivesaltes_Airport,,750,2008-06-13T14:30:04+00:00
4218,LFRN,medium_airport,"Rennes-Saint-Jacques Airport",48.0695,-1.73479,124,EU,France,FR,Brittany,FR-BRE,BRE,Rennes/Saint-Jacques,1,LFRN,RNS,,http://www.rennes.aeroport.fr/,https://en.wikipedia.org/wiki/Rennes_-_Saint-Jacques_Airport,,750,2020-07-18T10:53:06+00:00
4142,LFLS,medium_airport,"Grenoble-Isère Airport",45.3629,5.32937,1302,EU,France,FR,(unassigned),FR-U-A,U-A,Saint-Étienne-de-Saint-Geoirs,1,LFLS,GNB,,,https://en.wikipedia.org/wiki/Grenoble-Is%C3%A8re_Airport,,750,2020-04-04T17:17:37+00:00
4126,LFKJ,medium_airport,"Ajaccio-Napoléon Bonaparte Airport",41.92359924316406,8.8029203414917,18,EU,France,FR,Corsica,FR-COR,COR,"Ajaccio/Napoléon Bonaparte",1,LFKJ,AJA,,,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport,,750,2008-10-06T13:37:21+00:00
4064,LFBH,medium_airport,"La Rochelle-Île de Ré Airport",46.17919921875,-1.1952799558639526,74,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,"La Rochelle/Île de Ré",1,LFBH,LRH,,,https://en.wikipedia.org/wiki/La_Rochelle_-_%C3%8Ele_de_R%C3%A9_Airport,"Laleu Airport",750,2008-06-13T14:30:04+00:00
4141,LFLP,medium_airport,"Annecy-Haute-Savoie-Mont Blanc Airport",45.9308333,6.1063889,1521,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Annecy/Meythet,1,LFLP,NCY,,,https://en.wikipedia.org/wiki/Annecy_-_Haute-Savoie_-_Mont_Blanc_Airport,,750,2016-10-01T01:25:49+00:00
4132,LFLC,medium_airport,"Clermont-Ferrand Auvergne Airport",45.7867012024,3.1691699028,1090,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Clermont-Ferrand/Auvergne,1,LFLC,CFE,,,https://en.wikipedia.org/wiki/Clermont-Ferrand_Auvergne_Airport,,750,2015-05-06T19:12:46+00:00
4179,LFOT,medium_airport,"Tours-Val-de-Loire Airport",47.4322013855,0.727605998516,357,EU,France,FR,"Centre-Val de Loire",FR-CVL,CVL,"Tours/Val de Loire (Loire Valley)",1,LFOT,TUF,,http://www.tours.aeroport.fr/index_en.php,https://en.wikipedia.org/wiki/Tours_Loire_Valley_Airport,,750,2014-01-15T13:24:47+00:00
4211,LFRG,medium_airport,"Deauville-Saint-Gatien Airport",49.365299,0.154306,479,EU,France,FR,Normandy,FR-NOR,NOR,Deauville,1,LFRG,DOL,,,https://en.wikipedia.org/wiki/Deauville_-_Saint-Gatien_Airport,,500,2021-05-29T06:46:23+00:00
4163,LFMV,medium_airport,"Avignon-Caumont Airport",43.90729904174805,4.901830196380615,124,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Avignon/Caumont,1,LFMV,AVN,,,https://en.wikipedia.org/wiki/Avignon_-_Caumont_Airport,,750,2008-06-13T14:30:04+00:00
4125,LFKF,medium_airport,"Figari Sud-Corse Airport",41.500599,9.09778,85,EU,France,FR,Corsica,FR-COR,COR,"Figari Sud-Corse",1,LFKF,FSC,,,https://en.wikipedia.org/wiki/Figari_Sud-Corse_Airport,,750,2020-09-13T09:13:41+00:00
4208,LFRD,medium_airport,"Dinard-Pleurtuit-Saint-Malo Airport",48.58769989013672,-2.0799601078033447,219,EU,France,FR,Brittany,FR-BRE,BRE,Dinard/Pleurtuit/Saint-Malo,1,LFRD,DNR,,,https://en.wikipedia.org/wiki/Dinard_-_Pleurtuit_-_Saint-Malo_Airport,,750,2008-07-31T23:06:46+00:00
4061,LFBE,medium_airport,"Bergerac-Roumanière Airport",44.82529830932617,0.5186110138893127,171,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Bergerac/Roumanière,1,LFBE,EGC,,,https://en.wikipedia.org/wiki/Bergerac-Roumani%C3%A8re_Airport,,750,2008-06-13T14:30:04+00:00
4124,LFKC,medium_airport,"Calvi-Sainte-Catherine Airport",42.5244444,8.7930556,209,EU,France,FR,Corsica,FR-COR,COR,Calvi/Sainte-Catherine,1,LFKC,CLY,,,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,,750,2016-10-07T13:41:48+00:00
4067,LFBL,medium_airport,"Limoges Airport",45.86280059814453,1.1794400215148926,1300,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Limoges/Bellegarde,1,LFBL,LIG,,,https://en.wikipedia.org/wiki/Limoges_-_Bellegarde_Airport,,750,2008-06-13T14:30:04+00:00
4241,LFTH,medium_airport,"Toulon-Hyères Airport",43.0973014832,6.14602994919,7,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,"Toulon/Hyères/Le Palyvestre",1,LFTH,TLN,,http://toulon-hyeres.aeroport.fr/,https://en.wikipedia.org/wiki/Toulon-Hy%C3%A8res_Airport,,750,2014-02-18T23:07:50+00:00
4050,LFAC,medium_airport,"Calais-Dunkerque Airport",50.962101,1.95476,12,EU,France,FR,Hauts-de-France,FR-HDF,HDF,Marck,0,LFAC,CQF,,http://www.aeroport.capcalaisis.fr/,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Calais_-_Dunkerque,"Dunkirk, Grand Calais",325,2023-05-18T10:08:33+00:00
28927,LFLG,small_airport,"Aérodrome de Grenoble Le Versoud",45.2192,5.84972,722,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Grenoble,0,LFLG,,,,,,50,2021-04-30T13:21:10+00:00
4162,LFMU,medium_airport,"Béziers-Vias Airport",43.32350158691406,3.3538999557495117,56,EU,France,FR,Occitanie,FR-OCC,OCC,Béziers/Vias,1,LFMU,BZR,,,https://en.wikipedia.org/wiki/B%C3%A9ziers-Agde-Vias_Airport,,750,2008-06-13T14:30:04+00:00
4077,LFBZ,medium_airport,"Biarritz-Anglet-Bayonne Airport",43.4683333,-1.5311111,245,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Biarritz/Anglet/Bayonne,1,LFBZ,BIQ,,,https://en.wikipedia.org/wiki/Biarritz_-_Anglet_-_Bayonne_Airport,,750,2016-09-30T06:18:02+00:00
4065,LFBI,medium_airport,"Poitiers-Biard Airport",46.58769989013672,0.30666598677635193,423,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Poitiers/Biard,1,LFBI,PIS,,,https://en.wikipedia.org/wiki/Poitiers_-_Biard_Airport,,750,2008-06-13T14:30:04+00:00
4073,LFBT,medium_airport,"Tarbes-Lourdes-Pyrénées Airport",43.1786994934082,-0.006438999902456999,1260,EU,France,FR,Occitanie,FR-OCC,OCC,Tarbes/Lourdes/Pyrénées,1,LFBT,LDE,,,https://en.wikipedia.org/wiki/Tarbes-Lourdes-Pyr%C3%A9n%C3%A9es_Airport,,750,2008-06-13T14:30:04+00:00
4193,LFQB,medium_airport,"Troyes-Barberey Airport",48.322102,4.0167,388,EU,France,FR,"Grand Est",FR-GES,GES,Troyes/Barberey,0,LFQB,,,http://www.troyes.aeroport.fr/,https://en.wikipedia.org/wiki/Troyes_%E2%80%93_Barberey_Airport,QYR,375,2017-01-07T14:54:39+00:00
4206,LFRB,medium_airport,"Brest Bretagne Airport",48.447898864746094,-4.418540000915527,325,EU,France,FR,Brittany,FR-BRE,BRE,Brest/Guipavas,1,LFRB,BES,,,https://en.wikipedia.org/wiki/Brest_Bretagne_Airport,,750,2008-06-13T14:30:04+00:00
4242,LFTW,medium_airport,"Nîmes-Arles-Camargue Airport",43.75740051269531,4.4163498878479,309,EU,France,FR,Occitanie,FR-OCC,OCC,Nîmes/Garons,1,LFTW,FNI,,,https://en.wikipedia.org/wiki/N%C3%AEmes-Arles-Camargue_Airport,,750,2008-06-13T14:30:04+00:00
4071,LFBP,medium_airport,"Pau Pyrénées Airport",43.380001068115234,-0.41861099004745483,616,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,"Pau/Pyrénées (Uzein)",1,LFBP,PUF,,,https://en.wikipedia.org/wiki/Pau_Pyr%C3%A9n%C3%A9es_Airport,,750,2008-06-13T14:30:04+00:00
4188,LFPN,medium_airport,"Toussus-le-Noble Airport",48.7519,2.10619,538,EU,France,FR,Île-de-France,FR-IDF,IDF,Toussus-le-Noble,0,LFPN,TNF,,,,,575,2022-12-07T12:07:56+00:00
4136,LFLI,medium_airport,"Annemasse Airfield",46.192001,6.26839,1620,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Annemasse,0,LFLI,,,http://www.caa.asso.fr/,,,250,2021-08-27T21:23:58+00:00
28488,LFLJ,small_airport,"Courchevel Altiport",45.397531,6.63498,6583,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Saint-Bon,0,LFLJ,CVF,,,https://en.wikipedia.org/wiki/Courchevel_Altiport,,50,2022-09-11T20:22:52+00:00
4215,LFRK,medium_airport,"Caen-Carpiquet Airport",49.173302,-0.45,256,EU,France,FR,Normandy,FR-NOR,NOR,Caen/Carpiquet,1,LFRK,CFR,,https://www.caen.aeroport.fr/,https://en.wikipedia.org/wiki/Caen_-_Carpiquet_Airport,,750,2021-11-19T16:45:23+00:00
4190,LFPT,medium_airport,"Aérodrome de Pontoise - Cormeilles en Vexin",49.096667,2.040833,325,EU,France,FR,Île-de-France,FR-IDF,IDF,Cormeilles-en-Vexin,0,LFPT,POX,,,https://en.wikipedia.org/wiki/Pontoise_%E2%80%93_Cormeilles_Aerodrome,,525,2020-04-29T20:41:54+00:00
4104,LFGA,medium_airport,"Colmar-Houssen Airport",48.109901428222656,7.359010219573975,628,EU,France,FR,"Grand Est",FR-GES,GES,Colmar/Houssen,0,LFGA,CMR,,,,,325,2008-06-13T14:30:04+00:00
4207,LFRC,medium_airport,"Cherbourg-Maupertus Airport",49.65010070800781,-1.4702800512313843,459,EU,France,FR,Normandy,FR-NOR,NOR,Cherbourg/Maupertus,1,LFRC,CER,,,https://en.wikipedia.org/wiki/Cherbourg_-_Maupertus_Airport,,750,2008-06-13T14:30:04+00:00
4152,LFMH,medium_airport,"Saint-Étienne-Bouthéon Airport",45.54059982299805,4.296390056610107,1325,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Saint-Étienne/Bouthéon,1,LFMH,EBU,,,https://en.wikipedia.org/wiki/Saint-%C3%89tienne_-_Bouth%C3%A9on_Airport,,750,2008-06-13T14:30:04+00:00
4176,LFOK,medium_airport,"Châlons-Vatry Airport",48.773333,4.206111,587,EU,France,FR,"Grand Est",FR-GES,GES,Vatry,1,LFOK,XCR,,,,,750,2021-05-29T06:44:03+00:00
4159,LFMQ,medium_airport,"Le Castellet Airport",43.252498626708984,5.785190105438232,1391,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,"Le Castellet",0,LFMQ,CTT,,,,,250,2008-06-13T14:30:04+00:00
4127,LFKO,small_airport,"Propriano Airport",41.66059875488281,8.889749526977539,13,EU,France,FR,Corsica,FR-COR,COR,Propriano,0,LFKO,PRP,,,,,50,2008-09-11T04:31:48+00:00
4197,LFQG,medium_airport,"Nevers-Fourchambault Airport",47.002601623535156,3.1133298873901367,602,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Nevers/Fourchambault,0,LFQG,NVS,,,,,250,2008-06-13T14:30:04+00:00
28887,LFHM,small_airport,"Megève Altiport",45.823005,6.649406,4823,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Megève,0,LFHM,MVV,,,https://en.wikipedia.org/wiki/Meg%C3%A8ve_Altiport,,50,2022-09-11T19:35:44+00:00
28981,LFPZ,small_airport,"Saint-Cyr-l'École Airport",48.812459,2.067533,373,EU,France,FR,Île-de-France,FR-IDF,IDF,Saint-Cyr-l'École,0,LFPZ,,,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Saint-Cyr-l%27%C3%89cole,,50,2022-12-07T12:06:48+00:00
4083,LFCL,small_airport,"Aérodrome de Toulouse-Lasbordes",43.587832,1.498507,460,EU,France,FR,Occitanie,FR-OCC,OCC,Toulouse/Lasbordes,0,LFCL,,,https://www.toulouse-metropole.fr/missions/deplacements/aerodrome-toulouse-lasbordes,https://en.wikipedia.org/wiki/Toulouse_-_Lasbordes_Airport,,50,2021-08-26T02:15:28+00:00
4177,LFOP,medium_airport,"Rouen Vallée de Seine Airport",49.386674,1.183519,512,EU,France,FR,Normandy,FR-NOR,NOR,Boos,1,LFOP,URO,,,https://en.wikipedia.org/wiki/Rouen_Airport,,750,2022-12-07T12:00:59+00:00
4220,LFRQ,medium_airport,"Quimper-Cornouaille Airport",47.974998474121094,-4.167789936065674,297,EU,France,FR,Brittany,FR-BRE,BRE,Quimper/Pluguffan,1,LFRQ,UIP,,,https://en.wikipedia.org/wiki/Quimper_-_Cornouaille_Airport,,750,2008-06-13T14:30:04+00:00
4086,LFCR,medium_airport,"Rodez-Marcillac Airport",44.407901763916016,2.4826700687408447,1910,EU,France,FR,Occitanie,FR-OCC,OCC,Rodez/Marcillac,1,LFCR,RDZ,,,https://en.wikipedia.org/wiki/Rodez-Marcillac_Airport,,750,2008-06-13T14:30:04+00:00
4228,LFSD,medium_airport,"Dijon-Bourgogne Airport",47.268902,5.09,726,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Dijon/Longvic,1,LFSD,DIJ,,http://www.aeroport.dijon.cci.fr/,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Dijon-Bourgogne,"BA 102",500,2018-05-24T20:08:02+00:00
4130,LFLA,medium_airport,"Auxerre-Branches Airport",47.85020065307617,3.497109889984131,523,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Auxerre/Branches,0,LFLA,AUF,,,,,325,2008-06-13T14:30:04+00:00
4144,LFLU,medium_airport,"Valence-Chabeuil Airport",44.9216,4.9699,525,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Valence/Chabeuil,0,LFLU,VAF,,http://www.valenceaeroport.fr,https://en.wikipedia.org/wiki/Valence-Chabeuil_Airport,,325,2016-11-20T21:58:40+00:00
4107,LFGJ,medium_airport,"Dole-Tavaux Airport",47.042686,5.435063,645,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Dole/Tavaux,1,LFGJ,DLE,,https://www.aeroportdolejura.com/,https://en.wikipedia.org/wiki/Dole%E2%80%93Jura_Airport,Dole–Jura,575,2019-04-18T14:53:29+00:00
4225,LFRZ,medium_airport,"Saint-Nazaire-Montoir Airport",47.3105556,-2.1566667,13,EU,France,FR,Pays-de-la-Loire,FR-PDL,PDL,Saint-Nazaire/Montoir,0,LFRZ,SNR,,,,,575,2016-10-03T10:31:58+00:00
4222,LFRT,medium_airport,"Saint-Brieuc-Armor Airport",48.5378,-2.85444,453,EU,France,FR,Brittany,FR-BRE,BRE,Saint-Brieuc/Armor,0,LFRT,SBK,,,https://en.wikipedia.org/wiki/Saint-Brieuc_%E2%80%93_Armor_Airport,,300,2016-09-29T16:30:53+00:00
4166,LFNB,medium_airport,"Mende-Brenoux Airfield",44.502102,3.53282,3362,EU,France,FR,Occitanie,FR-OCC,OCC,Mende/Brénoux,0,LFNB,MEN,,,,,250,2019-02-18T06:11:51+00:00
28938,LFNA,small_airport,"Gap - Tallard Airfield",44.455002,6.03778,1986,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,,0,LFNA,GAT,,,,,50,2018-04-02T01:11:34+00:00
28929,LFLQ,small_airport,"Aérodrome de Montélimar - Ancône",44.583599,4.74056,240,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFLQ,,,,,,50,2020-05-14T13:07:38+00:00
4167,LFNH,small_airport,"Aérodrome de Carpentras",44.0298,5.07806,394,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Carpentras,0,LFNH,,,,,Edgar-Sounille,50,2022-05-04T05:05:06+00:00
28862,LFGI,small_airport,"Dijon Darois Airfield",47.385278,4.946944,1586,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Dijon,0,LFGI,,,,https://fr.m.wikipedia.org/wiki/Aérodrome_de_Dijon_-_Darois,,50,2023-01-04T14:48:23+00:00
28975,LFPL,small_airport,"Lognes Emerainville",48.821028,2.625967,359,EU,France,FR,Île-de-France,FR-IDF,IDF,Paris,0,LFPL,,,,,,50,2020-04-27T10:25:37+00:00
28881,LFHF,small_airport,"Ruoms Airport",44.445301,4.33389,361,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Ruoms,0,LFHF,,,,,,50,2020-05-01T08:30:45+00:00
28942,LFNF,small_airport,"Aérodrome de Vinon",43.737801,5.78417,902,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Vinon-sur-Verdon,0,LFNF,,,,https://fr.wikipedia.org/wiki/Liste_des_a%C3%A9rodromes_en_France,,50,2017-03-12T14:53:16+00:00
4146,LFLW,medium_airport,"Aurillac Airport",44.89139938354492,2.4219400882720947,2096,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Aurillac,1,LFLW,AUR,,,https://en.wikipedia.org/wiki/Aurillac_Airport,,750,2008-06-13T14:30:04+00:00
4219,LFRO,medium_airport,"Lannion-Côte de Granit Airport",48.754398,-3.47166,290,EU,France,FR,Brittany,FR-BRE,BRE,Lannion,0,LFRO,LAI,,http://www.lannion.aeroport.fr,https://en.wikipedia.org/wiki/Lannion_%E2%80%93_C%C3%B4te_de_Granit_Airport,"Servel Airport",750,2021-05-29T07:12:21+00:00
4212,LFRH,medium_airport,"Lorient South Brittany (Bretagne Sud) Airport",47.76060104370117,-3.440000057220459,160,EU,France,FR,Brittany,FR-BRE,BRE,Lorient/Lann/Bihoué,1,LFRH,LRT,,,https://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport,,750,2008-06-13T14:30:04+00:00
4120,LFJL,medium_airport,"Metz-Nancy-Lorraine Airport",48.9821014404,6.25131988525,870,EU,France,FR,"Grand Est",FR-GES,GES,"Metz / Nancy",1,LFJL,ETZ,,,https://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport,,750,2011-12-29T12:00:36+00:00
4147,LFLX,medium_airport,"Châteauroux-Déols ""Marcel Dassault"" Airport",46.860278,1.721111,529,EU,France,FR,"Centre-Val de Loire",FR-CVL,CVL,Châteauroux/Déols,0,LFLX,CHR,,,https://en.wikipedia.org/wiki/Ch%C3%A2teauroux-D%C3%A9ols_%22Marcel_Dassault%22_Airport,,475,2019-01-16T00:16:49+00:00
4234,LFSN,medium_airport,"Nancy-Essey Airport",48.692100524902344,6.230460166931152,751,EU,France,FR,"Grand Est",FR-GES,GES,Nancy/Essey,0,LFSN,ENC,,,,,475,2008-06-13T14:30:04+00:00
4217,LFRM,medium_airport,"Le Mans-Arnage Airport",47.94860076904297,0.20166699588298798,194,EU,France,FR,Pays-de-la-Loire,FR-PDL,PDL,"Le Mans/Arnage",0,LFRM,LME,,,,,275,2008-06-13T14:30:04+00:00
4138,LFLM,medium_airport,"Aérodrome de Mâcon-Charnay",46.295101,4.79577,728,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Mâcon/Charnay,0,LFLM,,,,,,250,2020-05-14T13:18:30+00:00
4243,LFTZ,small_airport,"La Môle Airport",43.205399,6.482,59,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,"La Môle",1,LFTZ,LTT,,,https://en.wikipedia.org/wiki/La_M%C3%B4le_%E2%80%93_Saint-Tropez_Airport,,150,2018-09-15T16:21:52+00:00
28943,LFNG,small_airport,"Aérodrome de Montpellier - Candillargues",43.610298,4.07028,5,EU,France,FR,Occitanie,FR-OCC,OCC,,0,LFNG,,,,,,50,2020-05-03T05:33:03+00:00
28930,LFLR,small_airport,"Aérodrome de Saint-Rambert-d'Albon",45.2561,4.82583,509,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFLR,,,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Saint-Rambert-d'Albon,,50,2017-03-12T14:54:33+00:00
28999,LFSJ,small_airport,"Sédan Douzy Airfield",49.659698,5.03778,512,EU,France,FR,"Grand Est",FR-GES,GES,,0,LFSJ,,,,,,50,2018-04-02T01:13:40+00:00
4149,LFMA,small_airport,"Aix - Les Milles Airport",43.5056,5.36778,367,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Aix-en-Provence,0,LFMA,,,,,"Aérodrome d'Aix - Les Milles",50,2021-03-09T09:04:29+00:00
